T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
27.633,25.967,25.618,28.24,26.549,25.33,25.579,26.583,25.337,28.869,29.964,29.742,29.633,29.311,31.055,20.723,21.129,28.691,29.193,19.336
27.571,26.081,25.539,28.065,26.475,25.284,25.486,26.501,25.263,28.79,29.912,29.633,29.524,29.262,30.974,20.734,21.148,28.55,29.032,19.281
27.519,26.01,25.498,27.937,26.413,25.224,25.391,26.408,25.195,28.681,29.773,29.527,29.448,29.145,30.843,20.698,21.168,28.506,28.931,19.212
27.435,26,25.394,27.853,26.347,25.167,25.328,26.316,25.116,28.585,29.703,29.434,29.322,29.028,30.797,20.712,21.088,28.443,28.882,19.355
27.348,25.97,25.394,27.739,26.279,25.083,25.257,26.226,25.032,28.466,29.61,29.333,29.249,28.965,30.69,20.715,21.129,28.296,28.812,19.27
27.288,25.591,25.324,27.622,26.227,25.034,25.137,26.136,24.974,28.362,29.468,29.252,29.151,28.949,30.562,20.729,21.066,28.207,28.719,19.226
27.369,25.735,25.438,27.771,26.241,25.126,25.053,26.079,24.915,28.294,29.36,29.156,29.08,28.87,30.459,20.756,21.079,28.16,28.607,19.264
27.429,25.798,25.536,27.839,26.304,25.189,24.955,26.003,24.857,28.204,29.294,29.067,28.988,28.753,30.385,20.737,21.146,28.079,28.534,19.267
27.47,25.923,25.656,27.951,26.306,25.29,24.89,25.934,24.814,28.142,29.202,28.993,28.928,28.761,30.326,20.781,21.165,27.975,28.477,19.396
27.527,25.956,25.71,27.951,26.364,25.35,24.835,25.902,24.767,28.098,29.142,28.933,28.857,28.707,30.26,20.792,21.165,27.934,28.403,19.369
27.552,26.01,25.754,28.016,26.364,25.377,24.805,25.853,24.699,28.033,29.087,28.862,28.824,28.641,30.211,20.759,21.027,27.891,28.349,19.36
27.565,26.046,25.784,28.035,26.38,25.407,24.797,25.815,24.659,28.008,29.016,28.811,28.789,28.581,30.146,20.726,21.013,27.863,28.308,19.289
27.587,26.089,25.789,28.033,26.377,25.442,24.734,25.779,24.607,27.959,28.992,28.753,28.762,28.538,30.108,20.726,20.986,27.858,28.327,19.314
27.595,26.084,25.789,28.082,26.383,25.48,24.729,25.768,24.566,27.913,28.932,28.718,28.699,28.503,30.07,20.718,20.978,27.798,28.27,19.316
27.582,26.128,25.787,28.101,26.383,25.507,24.707,25.749,24.552,27.864,28.878,28.661,28.699,28.492,30.026,20.712,20.98,27.771,28.213,19.338
27.557,26.138,25.866,28.079,26.388,25.513,24.694,25.749,24.528,27.845,28.859,28.612,28.674,28.478,29.999,20.707,20.956,27.752,28.204,19.358
27.587,26.177,25.819,28.044,26.366,25.513,24.631,25.711,24.528,27.823,28.831,28.585,28.647,28.519,29.939,20.745,21.085,27.681,28.158,19.327
27.584,26.133,25.86,28.049,26.377,25.543,24.666,25.73,24.539,27.801,28.804,28.549,28.65,28.481,29.953,20.77,21.102,27.733,28.185,19.272
27.582,26.149,25.852,28.038,26.374,25.548,24.661,25.738,24.558,27.804,28.75,28.549,28.601,28.437,29.917,20.737,20.986,27.686,28.153,19.248
27.625,26.209,25.86,28.076,26.38,25.565,24.688,25.747,24.531,27.79,28.739,28.511,28.56,28.456,29.904,20.715,21.008,27.686,28.087,19.253
27.612,26.185,25.857,28.123,26.374,25.565,24.664,25.757,24.533,27.788,28.731,28.495,28.587,28.448,29.898,20.632,20.969,27.657,28.115,19.303
27.586,26.21,25.93,28.107,26.384,25.586,24.674,25.767,24.575,27.783,28.703,28.489,28.601,28.44,29.874,20.707,21.031,27.64,28.087,19.272
27.62,26.226,25.882,28.087,26.347,25.559,24.68,25.798,24.582,27.741,28.698,28.484,28.563,28.41,29.841,20.729,21.113,27.597,28.038,19.396
27.619,26.246,25.908,28.08,26.384,25.583,24.742,25.783,24.584,27.737,28.682,28.451,28.533,28.415,29.835,20.715,20.979,27.621,28.03,19.399
27.6,26.218,25.911,28.102,26.367,25.578,24.75,25.805,24.613,27.732,28.668,28.435,28.544,28.426,29.86,20.74,21.048,27.572,28.049,19.366
27.66,26.262,25.986,28.175,26.394,25.637,24.805,25.827,24.651,27.757,28.635,28.433,28.537,28.418,29.833,20.722,21.008,27.565,28.043,19.329
27.621,26.257,25.989,28.131,26.364,25.634,24.789,25.841,24.635,27.736,28.62,28.402,28.52,28.391,29.805,20.748,21.048,27.523,28,19.336
27.654,26.281,25.997,28.162,26.391,25.634,24.879,25.862,24.69,27.756,28.623,28.412,28.534,28.394,29.805,20.736,21.069,27.552,28.021,19.332
27.595,26.3,25.966,28.128,26.37,25.642,24.921,25.875,24.691,27.712,28.589,28.417,28.504,28.369,29.825,20.738,21.042,27.569,27.983,19.335
27.635,26.294,26.014,28.102,26.38,25.634,24.977,25.914,24.704,27.723,28.576,28.395,28.512,28.35,29.786,20.733,21,27.527,28.007,19.359
27.647,26.32,25.999,28.104,26.381,25.658,25.007,25.901,24.727,27.733,28.561,28.387,28.512,28.358,29.786,20.75,21.036,27.53,27.977,19.312
27.656,26.328,26.02,28.129,26.409,25.679,25.106,25.924,24.735,27.683,28.553,28.379,28.488,28.361,29.765,20.708,20.959,27.565,28.013,19.346
27.686,26.325,26.047,28.113,26.395,25.669,25.128,25.934,24.735,27.71,28.534,28.373,28.482,28.388,29.781,20.678,20.915,27.527,27.999,19.376
27.694,26.335,26.064,28.07,26.397,25.698,25.195,25.947,24.753,27.697,28.545,28.372,28.529,28.369,29.756,20.722,20.975,27.514,27.975,19.365
27.691,26.344,26.064,28.105,26.386,25.666,25.247,25.944,24.761,27.713,28.518,28.369,28.485,28.342,29.765,20.689,20.945,27.527,27.945,19.401
27.664,26.39,25.99,28.08,26.384,25.712,25.274,25.978,24.797,27.71,28.547,28.365,28.482,28.396,29.767,20.689,20.983,27.53,27.95,19.326
27.637,26.366,26.08,28.052,26.378,25.709,25.302,25.989,24.814,27.705,28.517,28.362,28.477,28.382,29.775,20.697,20.939,27.505,27.944,19.296
27.694,26.385,26.061,28.091,26.378,25.709,25.351,25.983,24.822,27.707,28.501,28.354,28.441,28.333,29.767,20.686,20.914,27.519,27.939,19.298
27.649,26.309,26.062,28.045,26.383,25.728,25.38,26.015,24.842,27.711,28.503,28.375,28.497,28.365,29.772,20.743,21.027,27.516,27.949,19.286
27.643,26.274,26.081,28.075,26.377,25.742,25.413,26.029,24.88,27.73,28.517,28.369,28.5,28.341,29.763,20.734,21.044,27.53,27.951,19.38
27.603,26.328,26.078,28.069,26.365,25.725,25.445,26.015,24.895,27.727,28.511,28.392,28.512,28.416,29.798,20.754,21.073,27.543,27.954,19.361
27.592,26.328,26.04,28.113,26.362,25.745,25.451,26.053,24.911,27.743,28.483,28.389,28.536,28.391,29.787,20.726,21.015,27.494,27.954,19.325
27.573,26.327,26.071,28,26.381,25.736,25.523,26.051,24.907,27.742,28.485,28.395,28.531,28.362,29.785,20.771,20.999,27.513,27.974,19.348
27.598,26.299,26.075,28.033,26.361,25.75,25.549,26.098,24.942,27.75,28.488,28.394,28.506,28.391,29.787,20.792,21.14,27.553,27.976,19.394
27.568,26.362,26.037,28.008,26.372,25.753,25.59,26.084,24.953,27.744,28.472,28.397,28.511,28.375,29.784,20.798,21.085,27.567,27.965,19.391
27.585,26.37,26.048,28.052,26.366,25.769,25.611,26.106,24.967,27.744,28.45,28.397,28.53,28.383,29.779,20.784,21.074,27.54,27.976,19.396
27.582,26.321,26.059,28.055,26.364,25.772,25.603,26.095,24.999,27.777,28.45,28.386,28.517,28.405,29.77,20.762,21.116,27.496,27.943,19.388
27.576,26.343,26.035,28.046,26.356,25.813,25.639,26.106,25.024,27.763,28.431,28.392,28.53,28.386,29.781,20.82,21.176,27.512,27.9,19.427
27.579,26.367,26.114,28.112,26.402,25.761,25.669,26.087,25.021,27.766,28.423,28.397,28.525,28.394,29.762,20.74,21.027,27.507,27.927,19.344
27.585,26.332,26.081,28.085,26.364,25.783,25.666,26.104,25.035,27.755,28.431,28.389,28.53,28.41,29.762,20.737,21.077,27.472,27.913,19.319
27.557,26.381,26.056,28.057,26.383,25.804,25.693,26.12,25.045,27.75,28.412,28.413,28.519,28.407,29.768,20.773,21.102,27.48,27.908,19.35
27.604,26.354,26.067,28.036,26.366,25.796,25.734,26.123,25.056,27.755,28.39,28.411,28.53,28.375,29.765,20.798,21.124,27.518,27.913,19.507
27.546,26.392,26.094,28.104,26.386,25.794,25.769,26.125,25.037,27.761,28.401,28.381,28.484,28.342,29.749,20.778,21.052,27.502,27.911,19.408
27.552,26.343,26.075,28.019,26.364,25.818,25.843,26.136,25.084,27.747,28.39,28.397,28.519,28.337,29.749,20.801,21.121,27.523,27.916,19.325
27.579,26.332,26.103,28.038,26.375,25.815,25.865,26.125,25.059,27.755,28.388,28.397,28.5,28.318,29.738,20.756,21.027,27.518,27.911,19.303
27.574,26.346,26.111,28.06,26.358,25.815,25.895,26.125,25.054,27.747,28.374,28.375,28.479,28.334,29.74,20.718,20.967,27.474,27.894,19.308
27.566,26.403,26.119,28.038,26.353,25.859,25.873,26.131,25.059,27.769,28.369,28.367,28.492,28.339,29.716,20.732,21.052,27.447,27.87,19.405
27.606,26.37,26.089,28.016,26.361,25.832,25.889,26.158,25.07,27.774,28.333,28.364,28.503,28.312,29.702,20.787,21.025,27.477,27.881,19.438
27.598,26.403,26.119,28.03,26.358,25.845,25.922,26.142,25.1,27.75,28.35,28.367,28.511,28.353,29.713,20.784,21.116,27.469,27.892,19.463
27.587,26.384,26.141,28.085,26.35,25.843,25.895,26.139,25.122,27.772,28.328,28.386,28.503,28.353,29.705,20.795,21.201,27.428,27.87,19.408
27.56,26.376,26.141,28.011,26.386,25.837,25.914,26.147,25.119,27.788,28.336,28.372,28.519,28.342,29.719,20.792,21.239,27.442,27.872,19.325
27.544,26.37,26.141,28.011,26.369,25.878,25.911,26.139,25.122,27.774,28.314,28.381,28.484,28.299,29.689,20.784,21.162,27.444,27.84,19.339
27.538,26.384,26.108,28.008,26.388,25.845,25.916,26.144,25.154,27.772,28.295,28.356,28.484,28.339,29.697,20.765,21.124,27.417,27.856,19.405
27.587,26.397,26.114,28.006,26.38,25.859,25.965,26.15,25.133,27.772,28.287,28.364,28.462,28.318,29.689,20.806,21.11,27.466,27.894,19.476
27.566,26.422,26.119,28.036,26.391,25.851,25.998,26.169,25.124,27.774,28.287,28.356,28.454,28.263,29.697,20.762,20.992,27.458,27.872,19.485
27.579,26.403,26.146,28.019,26.369,25.862,26.047,26.147,25.119,27.774,28.271,28.37,28.481,28.312,29.691,20.792,21.071,27.428,27.826,19.449
27.579,26.378,26.119,28.027,26.383,25.853,26.058,26.166,25.141,27.777,28.246,28.353,28.489,28.271,29.659,20.795,21.113,27.444,27.804,19.435
27.555,26.405,26.149,28.066,26.405,25.859,26.074,26.144,25.13,27.785,28.241,28.351,28.47,28.241,29.651,20.754,21.03,27.433,27.829,19.383
27.56,26.433,26.103,28.008,26.391,25.881,26.104,26.142,25.135,27.777,28.243,28.348,28.421,28.228,29.648,20.743,20.975,27.453,27.826,19.355
27.527,26.346,26.149,28.019,26.375,25.902,26.153,26.158,25.122,27.777,28.222,28.34,28.446,28.252,29.645,20.729,21,27.442,27.837,19.402
27.576,26.405,26.111,28.006,26.396,25.911,26.14,26.136,25.108,27.788,28.208,28.345,28.435,28.236,29.651,20.737,21.005,27.431,27.821,19.468
27.533,26.425,26.092,28.022,26.372,25.916,26.156,26.144,25.111,27.766,28.186,28.315,28.454,28.252,29.61,20.765,21.019,27.428,27.791,19.476
27.568,26.359,26.16,28.019,26.372,25.889,26.18,26.144,25.108,27.766,28.197,28.321,28.438,28.241,29.626,20.743,21.074,27.384,27.753,19.405
27.533,26.395,26.114,28.027,26.405,25.924,26.137,26.12,25.105,27.766,28.17,28.329,28.438,28.236,29.615,20.69,20.959,27.384,27.774,19.355
27.555,26.433,26.163,28.022,26.394,25.886,26.178,26.147,25.103,27.78,28.17,28.318,28.424,28.187,29.602,20.726,20.994,27.406,27.796,19.358
27.53,26.408,26.152,27.957,26.383,25.924,26.194,26.133,25.119,27.766,28.162,28.315,28.438,28.187,29.61,20.751,21.014,27.433,27.791,19.383
27.538,26.389,26.143,28.003,26.388,25.892,26.213,26.128,25.097,27.761,28.162,28.307,28.419,28.168,29.593,20.74,20.975,27.404,27.755,19.388
27.538,26.422,26.135,27.981,26.394,25.927,26.249,26.131,25.097,27.78,28.148,28.307,28.4,28.13,29.577,20.743,20.915,27.431,27.774,19.341
27.579,26.403,26.073,28.03,26.372,25.924,26.24,26.136,25.114,27.761,28.137,28.277,28.416,28.157,29.588,20.688,21.008,27.363,27.712,19.347
27.53,26.416,26.157,27.987,26.386,25.946,26.202,26.136,25.108,27.766,28.11,28.28,28.4,28.225,29.558,20.707,21.022,27.357,27.736,19.355
27.549,26.384,26.143,28.006,26.391,25.943,26.238,26.142,25.119,27.763,28.113,28.269,28.43,28.16,29.566,20.754,20.994,27.382,27.734,19.413
27.519,26.37,26.141,28.014,26.38,25.913,26.27,26.139,25.116,27.752,28.113,28.285,28.4,28.162,29.555,20.737,21.003,27.338,27.709,19.377
27.527,26.359,26.163,28.008,26.407,25.941,26.268,26.133,25.103,27.761,28.091,28.255,28.367,28.097,29.547,20.707,20.983,27.39,27.747,19.374
27.516,26.354,26.141,28.019,26.388,25.911,26.3,26.114,25.124,27.772,28.069,28.288,28.419,28.116,29.572,20.704,20.964,27.374,27.742,19.347
27.516,26.365,26.143,27.989,26.383,25.927,26.325,26.136,25.089,27.733,28.069,28.261,28.375,28.083,29.528,20.707,20.942,27.384,27.706,19.385
27.484,26.386,26.149,28.036,26.386,25.932,26.336,26.131,25.105,27.761,28.077,28.266,28.402,28.138,29.525,20.682,20.989,27.33,27.704,19.377
27.533,26.378,26.171,28,26.38,25.954,26.33,26.153,25.116,27.774,28.047,28.274,28.389,28.1,29.539,20.721,20.953,27.357,27.725,19.405
27.508,26.362,26.16,27.984,26.391,25.927,26.327,26.147,25.143,27.772,28.036,28.261,28.413,28.132,29.523,20.74,21.113,27.346,27.679,19.358
27.5,26.422,26.127,27.978,26.38,25.943,26.298,26.136,25.138,27.763,28.047,28.255,28.386,28.127,29.514,20.721,21.033,27.333,27.69,19.361
27.514,26.392,26.119,28.006,26.394,25.941,26.276,26.125,25.152,27.799,28.034,28.242,28.424,28.122,29.52,20.726,21.005,27.267,27.66,19.38
27.492,26.362,26.143,28,26.396,25.954,26.3,26.136,25.179,27.772,28.042,28.269,28.402,28.089,29.523,20.693,20.975,27.303,27.666,19.38
27.487,26.386,26.163,27.995,26.396,25.946,26.303,26.142,25.152,27.761,28.015,28.25,28.413,28.122,29.531,20.712,21.03,27.27,27.666,19.405
27.546,26.405,26.173,27.978,26.405,25.96,26.27,26.163,25.19,27.793,28.036,28.261,28.391,28.141,29.528,20.762,21.118,27.27,27.657,19.347
27.514,26.378,26.146,27.987,26.366,25.957,26.298,26.133,25.168,27.777,28.028,28.255,28.405,28.086,29.523,20.726,20.937,27.295,27.641,19.402
27.506,26.411,26.146,27.97,26.391,25.946,26.355,26.182,25.184,27.777,28.015,28.264,28.389,28.07,29.523,20.781,21.08,27.295,27.641,19.374
27.503,26.351,26.203,27.929,26.402,25.979,26.338,26.163,25.182,27.796,28.02,28.272,28.421,28.1,29.531,20.762,21.052,27.308,27.652,19.358
27.503,26.395,26.19,27.978,26.386,25.946,26.374,26.177,25.182,27.815,27.993,28.261,28.397,28.073,29.536,20.743,20.983,27.303,27.638,19.383
27.516,26.354,26.182,28.011,26.388,25.965,26.417,26.177,25.201,27.791,28.004,28.272,28.408,28.102,29.523,20.767,21.025,27.295,27.63,19.405
27.536,26.386,26.195,28.003,26.396,25.96,26.434,26.174,25.201,27.785,28.012,28.255,28.394,28.086,29.528,20.743,20.972,27.346,27.663,19.408
27.514,26.427,26.179,28.003,26.41,25.99,26.436,26.199,25.201,27.823,28.028,28.293,28.435,28.078,29.528,20.723,20.983,27.349,27.679,19.361
27.467,26.414,26.182,28.049,26.402,25.96,26.475,26.185,25.201,27.804,28.026,28.272,28.435,28.081,29.547,20.715,20.994,27.335,27.671,19.341
27.516,26.403,26.198,28.033,26.429,25.99,26.496,26.212,25.222,27.826,28.009,28.313,28.405,28.094,29.547,20.745,21.011,27.335,27.646,19.317
27.473,26.365,26.214,27.989,26.41,26.009,26.499,26.223,25.217,27.818,28.012,28.288,28.413,28.13,29.528,20.699,20.992,27.292,27.644,19.306
27.484,26.425,26.22,27.935,26.407,26.011,26.502,26.231,25.255,27.831,28.023,28.321,28.454,28.064,29.569,20.798,21.151,27.325,27.649,19.361
27.503,26.449,26.236,28.014,26.421,25.992,26.543,26.253,25.263,27.837,28.034,28.304,28.451,28.122,29.544,20.792,21.113,27.295,27.633,19.385
27.525,26.414,26.203,28.052,26.424,25.99,26.502,26.275,25.274,27.845,28.036,28.34,28.465,28.138,29.574,20.748,21.069,27.289,27.63,19.347
27.525,26.463,26.19,28.044,26.451,26.02,26.485,26.275,25.312,27.878,28.045,28.321,28.468,28.119,29.574,20.756,21.118,27.286,27.671,19.341
27.506,26.46,26.258,28.079,26.448,26.017,26.553,26.297,25.31,27.894,28.05,28.351,28.511,28.119,29.582,20.778,21.069,27.36,27.717,19.46
27.495,26.504,26.225,28,26.445,26.025,26.583,26.316,25.296,27.872,28.042,28.345,28.509,28.089,29.623,20.754,21.008,27.319,27.69,19.427
27.516,26.493,26.206,28.014,26.416,26.025,26.611,26.332,25.312,27.921,28.077,28.37,28.489,28.13,29.618,20.77,21.005,27.387,27.701,19.363
27.47,26.444,26.25,27.97,26.454,26.022,26.687,26.362,25.329,27.902,28.072,28.394,28.509,28.122,29.621,20.759,21.014,27.374,27.701,19.328
27.544,26.504,26.244,28.027,26.432,26.036,26.679,26.368,25.334,27.927,28.088,28.392,28.541,28.122,29.645,20.778,21.008,27.387,27.698,19.405
27.546,26.495,26.244,28.052,26.454,26.049,26.736,26.398,25.372,27.943,28.094,28.402,28.577,28.171,29.664,20.773,21.088,27.384,27.685,19.374
27.557,26.444,26.263,28.063,26.437,26.077,26.73,26.408,25.394,27.97,28.096,28.43,28.568,28.203,29.67,20.762,21.093,27.365,27.72,19.358
27.525,26.452,26.329,28.033,26.465,26.099,26.736,26.433,25.402,28.003,28.115,28.441,28.62,28.198,29.694,20.792,21.088,27.404,27.742,19.363
27.538,26.528,26.277,28.049,26.459,26.09,26.777,26.487,25.421,28.011,28.151,28.47,28.598,28.181,29.708,20.743,20.992,27.382,27.744,19.273
27.563,26.528,26.326,28.068,26.486,26.099,26.807,26.493,25.443,28.033,28.167,28.473,28.631,28.187,29.713,20.745,20.942,27.414,27.744,19.292
27.549,26.52,26.315,28.087,26.486,26.082,26.809,26.536,25.435,28.038,28.186,28.484,28.639,28.214,29.749,20.69,20.948,27.406,27.766,19.33
27.519,26.52,26.312,28.025,26.5,26.115,26.818,26.561,25.47,28.079,28.216,28.536,28.683,28.247,29.759,20.693,20.989,27.444,27.788,19.328
27.566,26.569,26.372,28.063,26.514,26.099,26.867,26.585,25.465,28.087,28.227,28.56,28.713,28.239,29.784,20.696,20.983,27.442,27.821,19.352
27.606,26.52,26.348,28.085,26.484,26.139,26.88,26.659,25.525,28.125,28.241,28.579,28.726,28.35,29.828,20.723,21.129,27.436,27.837,19.256
27.582,26.542,26.383,28.082,26.519,26.139,26.921,26.675,25.568,28.139,28.265,28.634,28.743,28.318,29.841,20.712,21.063,27.48,27.862,19.27
27.601,26.558,26.386,28.109,26.53,26.153,26.943,26.746,25.62,28.177,28.303,28.637,28.775,28.358,29.874,20.767,21.074,27.502,27.862,19.333
27.549,26.618,26.378,28.109,26.538,26.18,26.962,26.773,25.634,28.215,28.331,28.667,28.833,28.402,29.901,20.723,21.096,27.51,27.919,19.361
27.623,26.604,26.465,28.139,26.546,26.158,26.986,26.809,25.674,28.243,28.366,28.694,28.876,28.378,29.934,20.77,21.08,27.537,27.93,19.419
27.615,26.604,26.41,28.158,26.533,26.202,27.038,26.863,25.715,28.275,28.399,28.735,28.901,28.424,29.961,20.762,21.044,27.559,27.941,19.363
27.65,26.61,26.487,28.142,26.582,26.224,27.093,26.918,25.721,28.324,28.45,28.781,28.906,28.429,29.996,20.715,21.005,27.567,27.957,19.292
27.642,26.667,26.473,28.158,26.587,26.224,27.155,26.975,25.762,28.371,28.448,28.8,28.958,28.443,30.043,20.723,20.961,27.602,27.992,19.281
27.669,26.659,26.492,28.221,26.568,26.232,27.21,27.018,25.764,28.395,28.505,28.863,28.985,28.481,30.073,20.71,20.975,27.64,28.058,19.303
27.628,26.708,26.517,28.199,26.59,26.254,27.251,27.067,25.805,28.428,28.565,28.895,29.069,28.522,30.122,20.77,21.011,27.689,28.077,19.355
27.68,26.651,26.62,28.223,26.612,26.284,27.294,27.127,25.857,28.488,28.597,28.961,29.078,28.579,30.146,20.718,20.959,27.684,28.09,19.303
27.702,26.727,26.571,28.232,26.652,26.305,27.373,27.182,25.903,28.539,28.625,29.004,29.148,28.571,30.19,20.754,20.978,27.708,28.118,19.27
27.71,26.787,26.585,28.297,26.661,26.338,27.408,27.231,25.939,28.575,28.674,29.023,29.181,28.62,30.241,20.715,20.983,27.749,28.172,19.295
27.672,26.732,26.612,28.251,26.652,26.346,27.441,27.299,25.982,28.613,28.725,29.108,29.249,28.644,30.315,20.729,20.961,27.82,28.235,19.322
27.718,26.773,26.595,28.267,26.671,26.341,27.512,27.364,26.007,28.678,28.772,29.113,29.279,28.691,30.339,20.743,20.964,27.807,28.232,19.372
27.789,26.798,26.644,28.292,26.674,26.382,27.506,27.44,26.061,28.725,28.826,29.214,29.361,28.761,30.383,20.718,21.074,27.845,28.3,19.33
27.802,26.836,26.644,28.332,26.707,26.384,27.523,27.487,26.091,28.812,28.867,29.257,29.407,28.813,30.448,20.715,20.972,27.864,28.311,19.275
27.772,26.841,26.696,28.332,26.72,26.452,27.555,27.547,26.148,28.863,28.924,29.32,29.448,28.821,30.506,20.721,20.953,27.902,28.373,19.303
27.813,26.893,26.702,28.338,26.74,26.463,27.542,27.593,26.173,28.921,29.003,29.364,29.486,28.889,30.527,20.693,20.986,27.918,28.382,19.303
27.857,26.871,26.77,28.395,26.767,26.488,27.594,27.685,26.238,29.005,29.066,29.421,29.535,28.903,30.612,20.734,20.986,27.97,28.439,19.317
27.86,26.885,26.811,28.463,26.75,26.501,27.602,27.737,26.293,29.057,29.107,29.492,29.622,29.02,30.658,20.803,21.157,28.008,28.477,19.336
27.874,26.893,26.842,28.463,26.816,26.521,27.649,27.787,26.345,29.134,29.168,29.544,29.704,29.055,30.718,20.8,21.077,28.042,28.523,19.338
27.876,26.961,26.85,28.458,26.84,26.526,27.723,27.872,26.4,29.2,29.228,29.607,29.744,29.099,30.775,20.808,21.077,28.161,28.637,19.319
27.89,26.969,26.837,28.496,26.9,26.564,27.81,27.913,26.438,29.232,29.326,29.721,29.772,29.066,30.835,20.729,20.967,28.161,28.629,19.184
27.977,27.013,26.895,28.523,26.854,26.602,27.869,28.001,26.467,29.285,29.371,29.756,29.818,29.186,30.889,20.696,21.038,28.155,28.643,19.174
27.933,27.075,26.903,28.556,26.911,26.643,27.88,28.061,26.529,29.351,29.452,29.824,29.889,29.232,30.941,20.679,21.102,28.201,28.706,19.245
27.974,27.132,26.952,28.618,26.916,26.654,27.885,28.129,26.592,29.446,29.523,29.9,29.968,29.29,31.028,20.751,21.11,28.237,28.785,19.226
27.994,27.143,27.003,28.654,26.956,26.703,27.928,28.209,26.661,29.494,29.593,29.977,30.054,29.357,31.106,20.822,21.197,28.321,28.846,19.318
28.032,27.14,27.008,28.662,26.981,26.711,27.98,28.277,26.721,29.573,29.683,30.042,30.12,29.419,31.188,20.83,21.175,28.387,28.925,19.382
28.053,27.209,27.049,28.686,27.006,26.725,28.044,28.359,26.746,29.643,29.729,30.119,30.145,29.455,31.229,20.803,21.107,28.415,28.931,19.289
28.1,27.235,27.083,28.685,27.042,26.771,28.145,28.412,26.815,29.717,29.837,30.2,30.259,29.499,31.305,20.83,21.222,28.485,28.98,19.231
28.136,27.263,27.12,28.747,27.073,26.796,28.222,28.506,26.873,29.759,29.893,30.282,30.28,29.583,31.392,20.816,21.09,28.591,29.108,19.272
28.165,27.318,27.172,28.746,27.085,26.842,28.344,28.577,26.901,29.812,29.952,30.353,30.346,29.605,31.439,20.767,21.096,28.624,29.117,19.341
28.198,27.36,27.146,28.829,27.113,26.858,28.382,28.633,26.951,29.91,30.033,30.41,30.438,29.684,31.521,20.819,21.203,28.673,29.162,19.291
28.239,27.377,27.259,28.85,27.139,26.904,28.383,28.74,27.034,29.976,30.143,30.513,30.539,29.771,31.591,20.811,21.142,28.708,29.263,19.258
28.245,27.371,27.262,28.892,27.154,26.937,28.485,28.801,27.055,30.066,30.21,30.601,30.619,29.871,31.686,20.858,21.159,28.825,29.351,19.261
28.24,27.421,27.322,28.972,27.211,26.975,28.557,28.915,27.123,30.157,30.336,30.677,30.705,29.933,31.759,20.868,21.172,28.882,29.418,19.31
28.308,27.482,27.325,29.001,27.233,27.027,28.569,29.027,27.183,30.194,30.403,30.765,30.73,29.936,31.833,20.808,21.129,28.895,29.416,19.278
28.334,27.502,27.387,29.038,27.286,27.068,28.579,29.083,27.233,30.295,30.497,30.807,30.789,30.024,31.891,20.756,21.142,28.934,29.467,19.211
28.392,27.538,27.422,29.081,27.286,27.136,28.715,29.189,27.268,30.366,30.579,30.913,30.86,30.027,31.986,20.797,21.104,29.024,29.56,19.2
28.4,27.57,27.496,29.109,27.356,27.139,28.794,29.298,27.353,30.445,30.677,31.02,30.934,30.127,32.062,20.811,21.073,29.119,29.644,19.23
28.476,27.61,27.571,29.171,27.367,27.196,28.889,29.432,27.411,30.5,30.754,31.105,31.019,30.181,32.179,20.776,21.056,29.203,29.757,19.22
28.468,27.714,27.551,29.225,27.399,27.212,28.926,29.55,27.494,30.621,30.877,31.184,31.117,30.323,32.238,20.762,21.104,29.247,29.811,19.231
28.485,27.699,27.619,29.266,27.423,27.291,28.957,29.672,27.559,30.731,30.976,31.314,31.255,30.442,32.333,20.783,21.12,29.31,29.876,19.208
28.59,27.803,27.685,29.283,27.481,27.302,29.063,29.794,27.65,30.8,31.059,31.407,31.305,30.434,32.437,20.817,21.136,29.424,30.01,19.198
28.611,27.824,27.72,29.358,27.527,27.343,29.118,29.904,27.736,30.892,31.215,31.507,31.427,30.554,32.548,20.755,21.076,29.443,30.058,19.186
28.622,27.859,27.795,29.421,27.526,27.425,29.186,30.073,27.822,31.013,31.331,31.626,31.546,30.668,32.651,20.868,21.304,29.481,30.104,19.247
28.695,27.936,27.818,29.451,27.6,27.441,29.278,30.236,27.929,31.104,31.444,31.731,31.628,30.747,32.742,20.912,21.263,29.62,30.257,19.175
28.762,28.008,27.94,29.532,27.657,27.536,29.359,30.375,28.028,31.201,31.546,31.818,31.757,30.865,32.84,20.883,21.327,29.674,30.312,19.253
28.742,28.063,27.977,29.827,27.681,27.539,29.507,30.535,28.137,31.31,31.728,31.98,31.829,30.902,32.978,20.909,21.321,29.764,30.431,19.238
28.691,28.185,27.852,29.411,27.65,27.487,29.575,30.556,28.147,31.351,31.771,31.975,31.821,30.873,32.982,20.832,21.172,29.843,30.482,19.183
28.543,28.064,27.777,29.293,27.595,27.362,29.635,30.522,28.147,31.319,31.79,32.038,31.756,30.878,32.97,20.868,21.208,29.884,30.559,19.189
28.548,27.879,27.688,29.251,27.57,27.283,29.533,30.442,28.13,31.287,31.725,31.998,31.757,30.818,32.919,20.794,21.269,29.886,30.499,19.165
28.428,27.868,27.586,29.121,27.475,27.196,29.564,30.348,28.011,31.227,31.719,31.987,31.606,30.739,32.929,20.874,21.167,29.909,30.529,19.203
